# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2023 по 31.01.2023, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"29.01.2023 01:30";"-4.0";"745.6";"763.5";"86";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 570 м";"10.0 и более";"-6.0";
"29.01.2023 01:00";"-4.0";"745.6";"763.5";"86";"Ветер, дующий с юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 600 м";"10.0 и более";"-6.0";
"29.01.2023 00:30";"-4.0";"745.6";"763.5";"86";"Ветер, дующий с юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 390 м";"10.0 и более";"-6.0";
"29.01.2023 00:00";"-4.0";"746.4";"764.3";"93";"Ветер, дующий с западо-юго-запада";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 270 м";"9.0";"-5.0";
"28.01.2023 23:30";"-4.0";"746.4";"764.3";"93";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 300 м";"8.0";"-5.0";
"28.01.2023 23:00";"-4.0";"746.4";"764.3";"86";"Ветер, дующий с юго-юго-запада";"1";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 180 м";"8.0";"-6.0";
"28.01.2023 22:30";"-4.0";"747.1";"765.0";"86";"Переменное направление";"1";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 270 м";"8.0";"-6.0";
"28.01.2023 22:00";"-4.0";"747.1";"765.0";"86";"Переменное направление";"1";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"9.0";"-6.0";
"28.01.2023 21:30";"-4.0";"747.1";"765.0";"86";"Ветер, дующий с востока";"1";"";"";"";"Сплошная (100%) 210 м";"9.0";"-6.0";
"28.01.2023 21:00";"-4.0";"747.1";"765.0";"86";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-6.0";
"28.01.2023 20:30";"-4.0";"747.1";"765.0";"86";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-6.0";
"28.01.2023 20:00";"-4.0";"747.8";"765.8";"86";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-6.0";
"28.01.2023 19:30";"-4.0";"747.8";"765.8";"86";"Ветер, дующий с северо-востока";"1";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-6.0";
"28.01.2023 19:00";"-4.0";"747.8";"765.8";"86";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"28.01.2023 18:30";"-4.0";"747.8";"765.8";"86";"Переменное направление";"1";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"28.01.2023 18:00";"-4.0";"747.8";"765.8";"86";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"28.01.2023 17:30";"-4.0";"747.8";"765.8";"86";"Переменное направление";"1";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-6.0";
"28.01.2023 17:00";"-4.0";"747.8";"765.8";"86";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-6.0";
"28.01.2023 16:30";"-4.0";"748.6";"766.6";"86";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-6.0";
"28.01.2023 16:00";"-4.0";"748.6";"766.6";"86";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"28.01.2023 15:30";"-4.0";"748.6";"766.6";"86";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"28.01.2023 15:00";"-4.0";"748.6";"766.6";"86";"Переменное направление";"1";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"28.01.2023 14:30";"-4.0";"748.6";"766.6";"86";"Переменное направление";"1";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"28.01.2023 14:00";"-4.0";"749.3";"767.3";"86";"Переменное направление";"1";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-6.0";
"28.01.2023 13:30";"-4.0";"749.3";"767.3";"86";"Ветер, дующий с востока";"2";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-6.0";
"28.01.2023 13:00";"-4.0";"749.3";"767.3";"86";"Ветер, дующий с северо-востока";"2";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-6.0";
"28.01.2023 12:30";"-5.0";"749.2";"767.3";"93";"Ветер, дующий с северо-востока";"2";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-6.0";
"28.01.2023 12:00";"-5.0";"750.0";"768.1";"93";"Ветер, дующий с севера";"2";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-6.0";
"28.01.2023 11:30";"-5.0";"750.0";"768.1";"93";"Ветер, дующий с северо-востока";"3";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-6.0";
"28.01.2023 11:00";"-5.0";"750.0";"768.1";"86";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"-7.0";
"28.01.2023 10:30";"-5.0";"750.0";"768.1";"93";"Ветер, дующий с севера";"3";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"-6.0";
"28.01.2023 10:00";"-5.0";"750.0";"768.1";"93";"Ветер, дующий с севера";"3";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"-6.0";
"28.01.2023 09:30";"-5.0";"750.0";"768.1";"93";"Ветер, дующий с севера";"3";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"-6.0";
"28.01.2023 09:00";"-5.0";"750.0";"768.1";"93";"Ветер, дующий с севера";"3";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"-6.0";
"28.01.2023 08:30";"-5.0";"749.2";"767.3";"93";"Ветер, дующий с севера";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"-6.0";
"28.01.2023 08:00";"-5.0";"749.2";"767.3";"93";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"-6.0";
"28.01.2023 07:30";"-5.0";"749.2";"767.3";"93";"Ветер, дующий с северо-востока";"5";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"-6.0";
"28.01.2023 07:00";"-5.0";"749.2";"767.3";"93";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"-6.0";
"28.01.2023 06:30";"-4.0";"749.3";"767.3";"86";"Ветер, дующий с северо-северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 150 м";"10.0 и более";"-6.0";
"28.01.2023 06:00";"-4.0";"749.3";"767.3";"93";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 150 м";"10.0 и более";"-5.0";
"28.01.2023 05:30";"-4.0";"749.3";"767.3";"93";"Ветер, дующий с севера";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 120 м";"10.0 и более";"-5.0";
"28.01.2023 05:00";"-4.0";"749.3";"767.3";"93";"Ветер, дующий с севера";"4";"9";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 120 м";"10.0 и более";"-5.0";
"28.01.2023 04:30";"-4.0";"749.3";"767.3";"93";"Ветер, дующий с севера";"4";"";"Слабый(ая)(ые) снег";"Замерзающий(ая) (переохлажденный(ая)) морось";"Сплошная (100%) 120 м";"10.0 и более";"-5.0";
"28.01.2023 04:00";"-4.0";"749.3";"767.3";"93";"Ветер, дующий с севера";"5";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось";"";"Сплошная (100%) 120 м";"10.0 и более";"-5.0";
"28.01.2023 03:30";"-3.0";"749.4";"767.3";"86";"Ветер, дующий с севера";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось";"";"Сплошная (100%) 150 м";"10.0 и более";"-5.0";
"28.01.2023 03:00";"-3.0";"749.4";"767.3";"93";"Ветер, дующий с севера";"5";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось";"";"Сплошная (100%) 150 м";"10.0 и более";"-4.0";
"28.01.2023 02:30";"-3.0";"749.4";"767.3";"93";"Ветер, дующий с севера";"5";"";"";"";"Рассеянная (40-50%) 150 м, сплошная (100%) 630 м";"10.0 и более";"-4.0";
"28.01.2023 02:00";"-2.0";"748.8";"766.6";"86";"Ветер, дующий с севера";"6";"";"";"";"Рассеянная (40-50%) 150 м, сплошная (100%) 630 м";"10.0 и более";"-4.0";
"28.01.2023 01:30";"-2.0";"748.8";"766.6";"93";"Ветер, дующий с севера";"6";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 180 м, сплошная (100%) 630 м";"10.0 и более";"-3.0";
"28.01.2023 01:00";"-2.0";"748.8";"766.6";"93";"Ветер, дующий с севера";"5";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"-3.0";
"28.01.2023 00:30";"-2.0";"748.8";"766.6";"93";"Ветер, дующий с севера";"4";"9";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 120 м";"9.0";"-3.0";
"28.01.2023 00:00";"-1.0";"748.8";"766.6";"93";"Ветер, дующий с северо-северо-запада";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 90 м";"6.0";"-2.0";
"27.01.2023 23:30";"-2.0";"748.8";"766.6";"100";"Ветер, дующий с северо-запада";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 90 м";"3.5";"-2.0";
"27.01.2023 23:00";"-2.0";"748.0";"765.8";"100";"Ветер, дующий с запада";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 120 м";"3.5";"-2.0";
"27.01.2023 22:30";"-2.0";"748.0";"765.8";"93";"Ветер, дующий с запада";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 120 м";"3.8";"-3.0";
"27.01.2023 22:00";"-2.0";"748.0";"765.8";"93";"Ветер, дующий с запада";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 120 м";"5.0";"-3.0";
"27.01.2023 21:30";"-2.0";"748.0";"765.8";"93";"Ветер, дующий с запада";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 120 м";"5.0";"-3.0";
"27.01.2023 21:00";"-2.0";"748.0";"765.8";"93";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 150 м";"9.0";"-3.0";
"27.01.2023 20:30";"-3.0";"747.9";"765.8";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 180 м";"9.0";"-3.0";
"27.01.2023 20:00";"-3.0";"747.1";"765.0";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 180 м";"8.0";"-3.0";
"27.01.2023 19:30";"-3.0";"747.1";"765.0";"100";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 240 м";"2.3";"-3.0";
"27.01.2023 19:00";"-3.0";"747.1";"765.0";"93";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 300 м";"5.0";"-4.0";
"27.01.2023 18:30";"-3.0";"747.1";"765.0";"93";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 210 м";"5.0";"-4.0";
"27.01.2023 18:00";"-3.0";"747.1";"765.0";"93";"Ветер, дующий с западо-юго-запада";"4";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 240 м";"6.0";"-4.0";
"27.01.2023 17:30";"-2.0";"747.2";"765.0";"86";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 240 м";"6.0";"-4.0";
"27.01.2023 17:00";"-2.0";"746.5";"764.3";"86";"Ветер, дующий с западо-юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 300 м";"7.0";"-4.0";
"27.01.2023 16:30";"-2.0";"746.5";"764.3";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Рассеянная (40-50%) 330 м, разорванная (60-90%) 600 м, кучево-дождевые облака";"6.0";"-4.0";
"27.01.2023 16:00";"-2.0";"746.5";"764.3";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 330 м";"10.0 и более";"-4.0";
"27.01.2023 15:30";"-2.0";"746.5";"764.3";"86";"Ветер, дующий с западо-юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 330 м";"10.0 и более";"-4.0";
"27.01.2023 15:00";"-2.0";"746.5";"764.3";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 330 м";"10.0 и более";"-4.0";
"27.01.2023 14:30";"-2.0";"746.5";"764.3";"86";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-4.0";
"27.01.2023 14:00";"-2.0";"746.5";"764.3";"86";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-4.0";
"27.01.2023 13:30";"-2.0";"745.7";"763.5";"86";"Ветер, дующий с западо-юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 300 м";"10.0 и более";"-4.0";
"27.01.2023 13:00";"-3.0";"745.7";"763.5";"93";"Ветер, дующий с западо-юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 300 м";"10.0 и более";"-4.0";
"27.01.2023 12:30";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 270 м";"10.0 и более";"-5.0";
"27.01.2023 12:00";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-5.0";
"27.01.2023 11:30";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-5.0";
"27.01.2023 11:00";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-5.0";
"27.01.2023 10:30";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-5.0";
"27.01.2023 10:00";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"-5.0";
"27.01.2023 09:30";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"-5.0";
"27.01.2023 09:00";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"10.0 и более";"-5.0";
"27.01.2023 08:30";"-3.0";"745.7";"763.5";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"7.0";"-5.0";
"27.01.2023 08:00";"-3.0";"745.0";"762.8";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"7.0";"-5.0";
"27.01.2023 07:30";"-3.0";"745.0";"762.8";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"10.0 и более";"-5.0";
"27.01.2023 07:00";"-3.0";"745.0";"762.8";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"9.0";"-5.0";
"27.01.2023 06:30";"-3.0";"745.0";"762.8";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 240 м";"8.0";"-5.0";
"27.01.2023 06:00";"-3.0";"745.0";"762.8";"86";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 240 м";"8.0";"-5.0";
"27.01.2023 05:30";"-3.0";"745.0";"762.8";"86";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 240 м";"7.0";"-5.0";
"27.01.2023 05:00";"-3.0";"745.0";"762.8";"86";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 240 м";"10.0 и более";"-5.0";
